Store #,Name,Address,City,State,Zip Code,Interstate,Latitude,Longitude,Phone Number,Parking Spaces Count,Fuel Lane Count,Shower Count,Amenities,Restaurants
88,ONE9 Travel Center,4455 W King St,Cocoa,FL,32926,"I-95, Exit 201",28.359164203862274,-80.79245792270183,(321) 639-0346,8,4,2,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS
89,ONE9 Travel Center,1526 51st Ave E,Ellenton,FL,34222,"I-75, Exit 224",27.528565346887518,-82.51230464049281,(941) 729-6288,0,4,2,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Mobile Ordering,Pilot Eats EXPRESS
136,One9 Travel Center,3022 S 1st St,Tucumcari,NM,88401,"I-40, Exit 332",35.14967816989508,-103.7241872906685,(575) 247-6296,29,7,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,Pilot Eats
226,ONE9 Travel Center,505 Patriot Dr,Dandridge,TN,37725,"I-40, Exit 417",36.03750642605513,-83.44555030270627,(865) 397-3547,35,7,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Pilot Eats EXPRESS
245,ONE9 Travel Center,7961 Linglestown Rd,Harrisburg,PA,17112,"I-81, Exit 77",40.35159879927267,-76.71641504524743,(717) 545-5507,17,6,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats EXPRESS
254,ONE9 Travel Center,650 GA-299,Wildwood,GA,30757,"I-24/59, Exit 169",34.97848385096656,-85.4139074441803,(706) 820-7353,9,6,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS
258,ONE9 Travel Center,2966 Lee Hwy,Troutville,VA,24175,"I-81, Exit 150A/B",37.388778719821936,-79.90077749206543,(540) 992-2805,11,6,3,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS
265,ONE9 Travel Center,1111 S Jefferson Ave,Cookeville,TN,38506,"I-40, Exit 287",36.133737186379726,-85.50421763558195,(931) 528-7100,0,3,0,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Mobile Ordering,Pilot Eats EXPRESS
278,Mr. Fuel Travel Center,118 Richwood Rd,Walton,KY,41094,"I-75/71/KY-338, Exit 175",38.91921224492679,-84.62533229563141,(859) 365-2908,15,7,5,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS
294,ONE9 Travel Center,1670 W 12th St,Ogden,UT,84404,"I-15 & UT-39, Exit 344",41.245305720861744,-112.01938527116394,(801) 731-2900,60,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Taco Bell | Pilot Eats EXPRESS
297,ONE9 Travel Center,5555 E Margaret Ave,Terre Haute,IN,47803,"I-70 & IN-46, Exit 11B",39.43329431727441,-87.33216018650816,(812) 877-9977,50,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Subway | Pilot Eats EXPRESS
301,ONE9 Travel Center,917 E Elm St,Marston,MO,63866,"I-55, Exit 40",36.51823272159483,-89.59792952277141,(573) 643-2320,70,7,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Mobile Ordering,Subway | Pilot Eats EXPRESS
319,ONE9 Travel Center,243 Connector 3 SW,Dalton,GA,30720,"I-75, Exit 328",34.687265430033236,-85.00015391534424,(706) 277-7934,100,10,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,Arby's | Pilot Eats EXPRESS
339,ONE9 Travel Center,16502 IN-63,Covington,IN,47932,"I-74 & IN-63, Exit 4",40.12298024344279,-87.45067123809814,(765) 793-7307,50,6,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Arby's | Pilot Eats EXPRESS
387,ONE9 Travel Center,791 10th St,Carlin,NV,89822,"I-80 & NV-278, Exit 280",40.71970773701785,-116.10611350066375,(775) 754-6384,60,5,5,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Subway | Pilot Eats EXPRESS
392,ONE9 Travel Center,450 E Western Ave,Sonora,KY,42776,"I-65, Exit 81",37.52252867325649,-85.88267079866276,(270) 369-7300,100,10,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Subway | Pilot Eats EXPRESS
398,ONE9 Travel Center,39 Victory Ln,Vienna,GA,31092,"I-75, Exit 109",32.08570406570822,-83.76014493187715,(229) 268-1414,100,7,5,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Mobile Ordering,McDonalds | Pilot Eats EXPRESS
403,ONE9 Travel Center,1915 E Raccoon Valley Dr,Heiskell,TN,37754,"I-75, Exit 117",36.11106959328141,-84.02018275210868,(865) 938-1439,25,6,1,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats
453,ONE9 Travel Center,909 Hyatt St,Gaffney,SC,29341,"I-85, Exit 90",35.07779887144346,-81.70353344411089,(864) 206-0050,100,9,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,Arby's | Pilot Eats EXPRESS
461,Flying J Travel Center,19325 Essex County Rd 42,Tilbury,ON,N0P 2L0,"ON-401, Exit 56",42.26292725888837,-82.46119072023772,(519) 682-1140,100,6,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Pilot Eats EXPRESS
463,Flying J Dealer,5906 Oil Heritage Rd,Wyoming,ON,N0N 1T0,"ON-402, Exit 25",42.987580458501604,-82.11682003439331,(519) 845-0023,100,8,0,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,
484,ONE9 Travel Center,43 W Park Ave,Ash Fork,AZ,86320,"I-40, Exit 146",35.222338,-112.478669,(928) 754-1285,40,7,4,Electric Vehicle Charging Station | Mobile Ordering,Pilot Eats
496,ONE9 Travel Center,2086 Atalissa Rd,Atalissa,IA,52720,"I-80, Exit 265",41.644246,-91.149972,(563) 946-3761,43,11,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats
713,ONE9 Travel Center,111 Mill Branch Rd,Latta,SC,29565,"I-95, Exit 181A",34.338987832171995,-79.53411028419238,(843) 752-5047,200,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,Pilot Eats
715,Mr. Fuel Travel Center,11 State Hwy W,Foristell,MO,63348,"I-70, Exit 203",38.81843491338225,-90.95300057804869,(636) 673-1011,20,7,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats
717,Mr. Fuel Travel Center,3324 MO-100,Villa Ridge,MO,63089,"I-44, Exit 251",38.47573552261796,-90.85136636107242,(636) 451-5569,11,7,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Mobile Ordering,Pilot Eats
718,Mr. Fuel Travel Center,8915 Weier Rd,Pevely,MO,63070,"I-55, Exit 180",38.285981,-90.405087,(636) 475-7403,15,5,2,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Mobile Ordering,Pilot Eats EXPRESS
719,Mr. Fuel Travel Center,2945 Burr St,Gary,IN,46406,"I-94, Exit 6",41.56538257363288,-87.40252066679537,(219) 844-0502,17,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats
721,Mr. Fuel Travel Center,4610 S Harding St,Indianapolis,IN,46217,"I-465, Exit 4",39.69751665006955,-86.18797364911988,(317) 780-6631,45,8,7,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Truck Wash | Bridgestone Tire Monitoring | Mobile Ordering,Pilot Eats
731,Mr. Fuel Travel Center,140 Holwager Dr,Spiceland,IN,47385,"I-70, Exit 123",39.85057100523276,-85.41771688227846,(765) 593-1313,50,10,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats
732,Mr. Fuel Travel Center,2840 Salt Springs Rd,Girard,OH,44420,"I-80, Exit 226",41.1391107292473,-80.71790146670246,(330) 530-4024,60,14,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats
753,Mr. Fuel Travel Center,23818 Rogers Clark Blvd,Ruther Glen,VA,22546,"I-95, Exit 104",37.9395098,-77.4658284,(804) 448-0410,35,10,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,Pilot Eats EXPRESS
777,ONE9 Dealer,3353 Federal Way,Boise,ID,83705,I-84 Exit 54 (Federal Way),43.57146836406124,-116.18910300583707,(208) 802-7985,75,3,0,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Bridgestone Tire Monitoring,
785,Flying J Travel Center,11511 40 St SE,Calgary,AB,T2Z 4M8,114 Ave SE & 40 St SE,50.949371985060374,-113.97976132226908,(403) 720-0904,128,8,0,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Denny's | Pilot Eats
786,Flying J Travel Center,50 Pembina Rd,Sherwood Park,AB,T8H 2G9,"Hwy 16, Exit 400C",53.566835326400536,-113.3169472924862,(780) 416-2035,142,8,9,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Denny's | Pilot Eats
788,Flying J Travel Center,4100 Portage Ave,Headingley,MB,R4H 1C5,Hwy 1 & Camp Manitou Rd,49.87751925571946,-97.33989645630032,(204) 202-1198,150,8,14,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Denny's | Pilot Eats
789,Flying J Travel Center,3700 Highbury Ave S,London,ON,N6N 1P3,"ON-401, Exit 189",42.93361756476158,-81.17500907713274,(519) 686-9154,200,12,15,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Denny's | Pilot Eats
790,Flying J Travel Center,628 County Rd 41,Napanee,ON,K7R 3L2,"ON-401, Exit 579",44.266494161578635,-76.96763284049284,(613) 354-7044,165,12,17,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash,Denny's | Pilot Eats
791,Flying J Travel Center,3850 Idylwyld Dr N,Saskatoon,SK,S7P 0A1,SK-11 & Marquis Dr,52.19576739849309,-106.66856742460632,(306) 955-6840,85,5,5,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Denny's | Pilot Eats
792,Flying J Travel Center,1260 Cassils Rd E,Brooks,AB,T1R 1B7,Trans-Canada Hwy & Cassils Rd,50.57272745447079,-111.86809289947473,(403) 362-5594,20,3,2,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | Lottery | Pegasus | Truck Parking Spaces,Denny's | Pilot Eats EXPRESS
793,Flying J Travel Center,4216 72 Ave SE,Calgary,AB,T2C 2C1,72 Ave SE & 40 St SE,50.9900423,-113.9746057,(403) 879-4338,15,6,2,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,Pilot Eats
795,Flying J Travel Center,302 20 Ave,Nisku,AB,T9E 7Z9,"AB-2, Exit 525",53.3386154133162,-113.54242178769684,(780) 652-6052,8,6,2,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Bulk Propane | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,Pilot Eats
796,Flying J Travel Center,6607 67 St,Red Deer,AB,T4P 1A4,AB-2 & 67 St,52.2873314894244,-113.84923945427022,(403) 879-9450,26,5,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Pilot Eats
798,Flying J Travel Center,1291 Cliveden Ave,Annacis Island Delta,BC,V5M 6G4,"BC-91, Exit 9",49.17019808449875,-122.95529727231788,(604) 521-4445,4,8,2,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | Cylinder Propane | Drivers Lounge | Lottery | Pegasus | Truck Parking Spaces,Pilot Eats EXPRESS
799,Flying J Dealer,7970 Lickman Rd,Chilliwack,BC,V2R 1A9,"BC-1, Exit 116",49.146902149154165,-122.00645135934946,,21,7,0,Diesel Lanes | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | DEF Lanes | Drivers Lounge | Lottery | Public Laundry | Truck Parking Spaces,
801,Flying J Cardlock,4869 Continental Way,Prince George,BC,V2N 5S5,Cariboo Hwy & Terminal Blvd,53.87648073934114,-122.73524571296691,,5,6,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Lottery | Truck Parking Spaces,
803,Flying J Travel Center,Highway 1 East,Portage La Prairie,MB,R1N 3B2,Hwy #1 East,49.973492,-98.211921,(204) 857-9997,40,4,0,Diesel Lanes | Diesel Mobile Fueling | ATM | Check Cashing | Lottery | Pegasus | Truck Parking Spaces,Pilot Eats EXPRESS
804,Flying J Travel Center,1747 Brookside Blvd,Winnipeg,MB,R3C 2E6,MB-90 & Lucas Ave,49.94156,-97.2287621,(204) 400-0215,20,8,1,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Pilot Eats EXPRESS
805,Flying J Travel Center,1765 Albion Rd,Etobicoke,ON,M9W 5S7,ON-27 & Albion Rd,43.74379548441107,-79.60819996315993,(416) 674-8665,10,4,0,Diesel Lanes | Diesel Mobile Fueling | ATM | Check Cashing | Pegasus | Truck Parking Spaces,Pilot Eats EXPRESS
806,Flying J Travel Center,410 Government Rd E,Kapuskasing,ON,P5N 2X7,ON-11,49.39741796949446,-82.36938324232787,(705) 337-1333,40,5,4,Diesel Lanes | Showers | Premium Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Pegasus | Public Laundry | Truck Parking Spaces,Pilot Eats
807,Flying J Travel Center,1400 Britannia Rd E,Mississauga,ON,L4W 1C7,"ON-401, Exit 346",43.6535799,-79.6490977,(905) 564-6216,65,13,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Pegasus | Public Laundry | Truck Parking Spaces,Pilot Eats
811,Flying J Travel Center,370 N Service Rd,Moose Jaw,SK,S6H 4N9,"SK-1, Exit 318C",50.426820851626225,-105.54533052309091,(306) 693-5858,18,7,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Pilot Eats
813,Flying J Cardlock,85 East Lake Crescent NE,Airdrie,AB,T4B 2B5,AB-2 & East Lake Crescent NE,51.29242067481927,-113.99810032142638,,10,5,0,Diesel Lanes | Diesel Mobile Fueling | Truck Parking Spaces,
814,Flying J Cardlock,2525 23 St NE,Calgary,AB,T2E 7M1,AB-1 & Barlow Trail NE,51.07461212155164,-114.00559825378878,,0,7,1,Diesel Lanes | Showers | Diesel Mobile Fueling,
818,Flying J Cardlock,2520 2 Ave,Edson Motco,AB,T7E 1T9,AB-16 & 25 St,53.588151335461035,-116.38628582333088,,0,7,0,Diesel Lanes | Diesel Mobile Fueling,
821,Flying J Cardlock,1005 43 St S,Lethbridge,AB,T1K 7B8,AB-4 & 10 Ave S,49.68285778941967,-112.77841353561081,,0,4,0,Diesel Lanes | Diesel Mobile Fueling,
822,Flying J Cardlock,5109 63 Ave,Lloydminster,AB,T9V 3T8,AB-16 & 62nd Ave,53.28588829116708,-110.03630108272571,,0,4,0,Diesel Lanes | Diesel Mobile Fueling,
824,Flying J Travel Center,5329 Govenlock Mountain Rd,Whitecourt,AB,T7S 1G6,AB-43 & Govenlock Rd,54.1365867,-115.695849,(780) 652-1212,41,8,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Pilot Eats
825,Flying J Cardlock,11 Sinclair Blvd,Brantford,ON,N3S 7X6,"ON-403, Exit 41",43.169361,-80.215204,,0,6,0,Diesel Lanes | Diesel Mobile Fueling | DEF Lanes,
827,Flying J Cardlock,929 Coutts Way,Abbotsford,BC,V2S 4N2,BC-11,49.01956316952869,-122.26630238639119,,0,7,2,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM,Arby's | Auntie Anne's
828,Flying J Cardlock,2209 Theatre Rd,Cranbrook,BC,V1C 4H4,BC-95 & Theatre Rd,49.53689118126579,-115.75266536211015,(250) 426-3763,0,9,0,Diesel Lanes | Diesel Mobile Fueling | Truck Parking Spaces,
829,Flying J Cardlock,1411 Northwest Blvd,Creston,BC,V0B 1G6,BC-3 & Payne St,49.11224057440996,-116.52456087500762,,0,6,0,Diesel Lanes | Diesel Mobile Fueling,
830,Flying J Cardlock,2647 Darcys Rd,Dawson Creek,BC,V0C 2C0,,55.759796052759754,-120.2379261324787,,0,7,2,Diesel Lanes | Showers | Diesel Mobile Fueling,
832,Flying J Cardlock,24 Braid St,New Westminster,BC,V3L 3P3,BC-1 & Brunette Ave,49.22967551383004,-122.8792144834671,,0,7,1,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM,
835,Flying J Cardlock,131 Warman Rd,Winnipeg,MB,R2J 3R3,MB-20/59 & Warman Rd,49.891468811301,-97.07366892261506,,0,5,0,Diesel Lanes | Diesel Mobile Fueling,
839,Flying J Travel Center,354 Voyageur Rd,Ste Agathe,MB,R0G 1Y1,MB-305 & MB-75,49.569483,-97.192021,(873) 803-0253,44,7,4,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Public Laundry | Truck Parking Spaces,Pilot Eats
842,Flying J Cardlock,1511 Ross Ave E,Regina,SK,S4R 1J2,Ring Rd & Ross Ave E,50.46422383062712,-104.56224377937832,(306) 789-3502,12,5,3,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Public Laundry | Truck Parking Spaces,
843,Flying J Dealer,5470 Walker Rd,Tecumseh,ON,N0R 1L0,ON-3 & Walker Rd,42.23078844935724,-82.96357219897182,(519) 737-9900,11,7,0,Diesel Lanes | Truck Parking Spaces,
844,Flying J Cardlock,191 York Rd W,Yorkton,SK,S3N 3N5,SK-16 & Gladstone Ave N,51.226040975127496,-102.47554967172421,,0,5,2,Diesel Lanes | Showers | Diesel Mobile Fueling,
